run_id,model,regime,family_set,family,seed,n_family,n_normal,n_test,positive_rate,precision,recall,f1,roc_auc,accuracy,balanced_accuracy,macro_f1,notes
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.950497,0.971434,0.960852,0.992072,0.977477,0.975657,0.972521,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.951146,0.989892,0.970132,0.993743,0.982719,0.984886,0.978987,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.952457,0.998316,0.974848,0.994799,0.985183,0.989098,0.982173,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.435466,0.749035,0.550745,0.974066,0.975194,0.864457,0.768995,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.952766,0.99872,0.975202,0.994641,0.985324,0.9893,0.98239,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.950816,0.976011,0.963249,0.993958,0.978778,0.977946,0.974165,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.952004,0.994319,0.972702,0.995146,0.984016,0.9871,0.9807,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.951406,0.984111,0.967482,0.993932,0.981089,0.981996,0.977075,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.283893,1.0,0.442238,0.5,0.283893,0.5,0.221119,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.284529,1.0,0.443009,0.5,0.284529,0.5,0.221504,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.283524,1.0,0.44179,0.5,0.283524,0.5,0.220895,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.287628,1.0,0.446756,0.5,0.287628,0.5,0.223378,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.020299,1.0,0.039791,0.5,0.020299,0.5,0.019896,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.288945,1.0,0.448343,0.5,0.288945,0.5,0.224171,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.284958,1.0,0.443529,0.5,0.284958,0.5,0.221765,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.286407,1.0,0.445283,0.5,0.286407,0.5,0.222641,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,dummy,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.285857,1.0,0.444617,0.5,0.285857,0.5,0.222309,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.954624,0.999798,0.976689,0.999329,0.986451,0.990479,0.98357,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.954422,0.992054,0.972874,0.997275,0.98426,0.986607,0.980894,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.954458,0.997776,0.975636,0.998802,0.985871,0.989468,0.982843,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.955351,0.998415,0.976408,0.999052,0.986123,0.989787,0.98329,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.512422,0.955598,0.667116,0.991266,0.980641,0.968379,0.828573,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.955671,0.999508,0.977098,0.999071,0.986462,0.990334,0.983744,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.954859,1.0,0.976908,0.999299,0.986529,0.99058,0.983699,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.955147,0.999601,0.976869,0.999282,0.986442,0.990381,0.98364,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,random_forest,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.954967,0.998101,0.976058,0.998797,0.986003,0.989631,0.983084,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.941999,0.999596,0.969943,0.999491,0.982412,0.987598,0.978756,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.930855,0.825991,0.875293,0.977813,0.933032,0.900795,0.914759,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.935532,0.894774,0.914699,0.972467,0.952684,0.935187,0.940981,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.941363,0.97018,0.955554,0.98998,0.974041,0.97289,0.968611,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.26506,0.42471,0.326409,0.907608,0.964417,0.700155,0.654068,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.942637,0.986711,0.964171,0.994827,0.978811,0.981156,0.974564,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.941971,0.993877,0.967228,0.991415,0.980808,0.984739,0.97683,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.941176,0.972693,0.956675,0.994846,0.974767,0.974146,0.969438,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_logreg,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.935742,0.887679,0.911077,0.99024,0.950467,0.931639,0.938375,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.800567,0.997578,0.88828,0.995461,0.928762,0.949529,0.917995,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.788147,0.921646,0.849685,0.966771,0.907218,0.911563,0.891292,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.782862,0.897604,0.836316,0.950292,0.900381,0.899542,0.88236,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.801483,0.98514,0.883872,0.976798,0.925543,0.94331,0.914539,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.090808,0.474903,0.152464,0.777018,0.892821,0.688192,0.547628,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.794664,0.938281,0.860522,0.949965,0.912114,0.919881,0.898183,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.749822,0.740941,0.745355,0.956158,0.855733,0.821211,0.822356,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.798528,0.972892,0.877128,0.983543,0.921933,0.937186,0.909961,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,scratch_mlp,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.796177,0.961427,0.871033,0.982241,0.918616,0.931454,0.905792,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.943254,0.999596,0.970608,0.999727,0.982813,0.987878,0.979232,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.932142,0.823476,0.874446,0.978243,0.932717,0.899818,0.914246,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.936864,0.893965,0.914912,0.972197,0.952856,0.935063,0.941154,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.94272,0.971765,0.957022,0.988943,0.974896,0.973963,0.969646,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.237852,0.359073,0.286154,0.914001,0.963634,0.667617,0.633748,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.943837,0.985924,0.964422,0.994786,0.978981,0.981042,0.974753,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.942928,0.988357,0.965108,0.990704,0.979636,0.982258,0.975365,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.942427,0.972294,0.957127,0.991223,0.975053,0.974227,0.969768,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,svm,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.936488,0.878185,0.9064,0.989037,0.948153,0.927173,0.935273,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.96766,0.999294,0.983222,0.997587,0.990318,0.993027,0.988209,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.967247,0.983203,0.97516,0.996122,0.985748,0.984981,0.982583,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.967234,0.987668,0.977344,0.996539,0.987017,0.987214,0.984123,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.967654,0.980979,0.974271,0.997081,0.985097,0.983869,0.981891,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.494656,0.625483,0.55243,0.982436,0.979426,0.806121,0.77095,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.968078,0.988089,0.977981,0.997199,0.987144,0.987425,0.984452,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.967479,0.988357,0.977806,0.997081,0.987215,0.987558,0.984414,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.968001,0.997907,0.982726,0.997375,0.989953,0.992334,0.987821,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,decision_tree,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.967606,0.988008,0.977701,0.996795,0.987117,0.987384,0.984321,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.283893,1.0,0.442238,0.5,0.283893,0.5,0.221119,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.284529,1.0,0.443009,0.5,0.284529,0.5,0.221504,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.283524,1.0,0.44179,0.5,0.283524,0.5,0.220895,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.287628,1.0,0.446756,0.5,0.287628,0.5,0.223378,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.020299,1.0,0.039791,0.5,0.020299,0.5,0.019896,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.288945,1.0,0.448343,0.5,0.288945,0.5,0.224171,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.284958,1.0,0.443529,0.5,0.284958,0.5,0.221765,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.286407,1.0,0.445283,0.5,0.286407,0.5,0.222641,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,dummy,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.285857,1.0,0.444617,0.5,0.285857,0.5,0.222309,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.971569,0.999899,0.98553,0.999602,0.991665,0.99415,0.989838,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.971381,0.990042,0.980623,0.99848,0.988867,0.989221,0.986406,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.971482,0.998585,0.984847,0.999479,0.991288,0.993492,0.989367,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.972029,0.998415,0.985045,0.999342,0.991281,0.993407,0.989446,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.633375,0.967181,0.76547,0.994503,0.987969,0.977791,0.879648,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.972233,0.999508,0.985682,0.999474,0.99161,0.993954,0.989874,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.971671,0.998394,0.984851,0.999515,0.991248,0.993397,0.989349,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.971894,0.999402,0.985456,0.999566,0.991551,0.993901,0.989751,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,random_forest,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.971776,0.997802,0.984617,0.999368,0.991087,0.993101,0.989172,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.943524,0.999596,0.970751,0.999579,0.982899,0.987938,0.979334,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.932591,0.825186,0.875607,0.978425,0.933289,0.900733,0.915015,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.937209,0.894673,0.915447,0.972457,0.953142,0.935477,0.941519,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.942882,0.969784,0.956144,0.989489,0.974412,0.973032,0.96904,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.219737,0.322394,0.261346,0.906775,0.963007,0.649337,0.621187,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.944099,0.985825,0.964511,0.994526,0.979038,0.981053,0.974819,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.943497,0.993877,0.968032,0.991906,0.981295,0.985079,0.977406,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.9427,0.972294,0.957268,0.995102,0.975138,0.974287,0.969869,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
